using HTTP for the container environment
         6795529 function calls (6512220 primitive calls) in 58.053 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.000    0.000 interval.py:1063(_setop)
        3    0.000    0.000    0.000    0.000 interval.py:118(setop_check)
        1    0.000    0.000    0.001    0.001 interval.py:130(IntervalArray)
        1    0.000    0.000    0.001    0.001 interval.py:142(IntervalIndex)
        1    0.000    0.000    0.000    0.000 intranges.py:1(<module>)
        1    0.000    0.000    0.000    0.000 invalid.py:1(<module>)
       34    0.000    0.000    0.000    0.000 invalid.py:38(make_invalid_op)
        1    0.000    0.000    0.000    0.000 isoparser.py:2(<module>)
        4    0.000    0.000    0.000    0.000 isoparser.py:22(_takes_ascii)
        1    0.000    0.000    0.000    0.000 isoparser.py:42(isoparser)
        1    0.000    0.000    0.000    0.000 isoparser.py:43(__init__)
        1    0.000    0.000    0.000    0.000 iterators.py:5(<module>)
        1    0.000    0.000    0.000    0.000 jisfreq.py:44(<module>)
        1    0.000    0.000    0.000    0.000 jpcntx.py:116(JapaneseContextAnalysis)
        1    0.000    0.000    0.000    0.000 jpcntx.py:183(SJISContextAnalysis)
        1    0.000    0.000    0.000    0.000 jpcntx.py:212(EUCJPContextAnalysis)
        1    0.000    0.000    0.000    0.000 jpcntx.py:30(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:1578(Laguerre)
        1    0.000    0.000    0.000    0.000 langbulgarianmodel.py:37(<module>)
        1    0.000    0.000    0.000    0.000 langcyrillicmodel.py:30(<module>)
        1    0.000    0.000    0.000    0.000 langgreekmodel.py:34(<module>)
        1    0.000    0.000    0.000    0.000 langhebrewmodel.py:37(<module>)
        1    0.000    0.000    0.000    0.000 langthaimodel.py:36(<module>)
        1    0.000    0.000    0.000    0.000 langturkishmodel.py:36(<module>)
        1    0.000    0.000    0.000    0.000 latin1prober.py:29(<module>)
        1    0.000    0.000    0.000    0.000 latin1prober.py:96(Latin1Prober)
        1    0.000    0.000    0.000    0.000 lazy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lazy.py:118(<listcomp>)
        1    0.000    0.000    0.000    0.000 lazy.py:121(LazySet)
        2    0.000    0.000    0.000    0.000 lazy.py:139(__new__)
        2    0.000    0.000    0.000    0.000 lazy.py:144(LazySet)
       84    0.000    0.000    0.000    0.000 lazy.py:149(lazy)
        1    0.000    0.000    0.000    0.000 lazy.py:16(LazyDict)
        1    0.000    0.000    0.000    0.000 lazy.py:172(<listcomp>)
        1    0.000    0.000    0.000    0.000 lazy.py:71(LazyList)
        2    0.000    0.000    0.000    0.000 lazy.py:84(__new__)
        2    0.000    0.000    0.000    0.000 lazy.py:91(LazyList)
       62    0.000    0.000    0.000    0.000 lazy.py:96(lazy)
        1    0.000    0.000    0.000    0.000 legendre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legendre.py:1613(Legendre)
        1    0.000    0.000    0.004    0.004 linalg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linalg.py:52(LinAlgError)
        1    0.000    0.000    0.000    0.000 linalg.py:82(_determine_error_states)
        1    0.000    0.000    0.002    0.002 linecache.py:1(<module>)
        1    0.000    0.000    0.000    0.000 loader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 loader.py:23(_FailedTest)
        1    0.000    0.000    0.000    0.000 loader.py:66(TestLoader)
        1    0.000    0.000    0.000    0.000 loader.py:77(__init__)
        2    0.000    0.000    0.000    0.000 locale.py:350(_replace_encoding)
        6    0.000    0.000    0.000    0.000 locale.py:384(normalize)
        2    0.000    0.000    0.000    0.000 locale.py:467(_parse_localename)
        2    0.000    0.000    0.000    0.000 locale.py:575(getlocale)
        1    0.000    0.000    0.000    0.000 localization.py:1(<module>)
        1    0.000    0.000    0.000    0.000 locks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 locks.py:106(Lock)
        1    0.000    0.000    0.000    0.000 locks.py:15(_ContextManager)
        1    0.000    0.000    0.000    0.000 locks.py:247(Event)
        1    0.000    0.000    0.000    0.000 locks.py:315(Condition)
        1    0.000    0.000    0.000    0.000 locks.py:437(Semaphore)
        1    0.000    0.000    0.000    0.000 locks.py:49(_ContextManagerMixin)
        1    0.000    0.000    0.000    0.000 locks.py:515(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 log.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lzma.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 machar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 machar.py:18(MachAr)
        1    0.000    0.000    0.001    0.001 main.py:1(<module>)
        1    0.000    0.000    0.000    0.000 main.py:55(TestProgram)
        1    0.000    0.000    0.001    0.001 managers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 managers.py:1057(iset)
        1    0.000    0.000    0.000    0.000 managers.py:1085(value_getitem)
        5    0.000    0.000    0.000    0.000 managers.py:1131(<genexpr>)
        1    0.000    0.000    0.001    0.001 managers.py:1176(insert)
        3    0.000    0.000    0.000    0.000 managers.py:126(__init__)
        1    0.000    0.000    0.001    0.001 managers.py:1260(reindex_indexer)
        3    0.000    0.000    0.000    0.000 managers.py:132(<listcomp>)
        1    0.000    0.000    0.001    0.001 managers.py:1327(_slice_take_blocks_ax0)
        1    0.000    0.000    0.000    0.000 managers.py:150(from_blocks)
        1    0.000    0.000    0.000    0.000 managers.py:1536(SingleBlockManager)
     2057    0.002    0.000    0.002    0.000 managers.py:1545(__init__)
        2    0.000    0.000    0.000    0.000 managers.py:1566(from_blocks)
       57    0.000    0.000    0.000    0.000 managers.py:157(blknos)
     2001    0.004    0.000    0.070    0.000 managers.py:1577(from_array)
     8159    0.002    0.000    0.002    0.000 managers.py:1588(_block)
     2000    0.001    0.000    0.002    0.000 managers.py:1615(dtype)
     6159    0.004    0.000    0.006    0.000 managers.py:1626(internal_values)
        2    0.000    0.000    0.003    0.002 managers.py:1690(create_block_manager_from_arrays)
        6    0.000    0.000    0.000    0.000 managers.py:1695(<genexpr>)
        2    0.000    0.000    0.000    0.000 managers.py:1699(<listcomp>)
       57    0.000    0.000    0.000    0.000 managers.py:173(blklocs)
        2    0.000    0.000    0.003    0.002 managers.py:1733(_form_blocks)
        3    0.000    0.000    0.001    0.000 managers.py:1829(_simple_blockify)
        3    0.000    0.000    0.000    0.000 managers.py:1844(_multi_blockify)
       18    0.000    0.000    0.000    0.000 managers.py:1847(<lambda>)
        6    0.001    0.000    0.001    0.000 managers.py:1860(_stack_arrays)
       56    0.000    0.000    0.000    0.000 managers.py:1863(_asarray_compat)
        6    0.000    0.000    0.000    0.000 managers.py:1869(_shape_compat)
        1    0.000    0.000    0.000    0.000 managers.py:1887(_interleaved_dtype)
        1    0.000    0.000    0.000    0.000 managers.py:1903(<listcomp>)
        1    0.000    0.000    0.000    0.000 managers.py:1951(_fast_count_smallints)
        1    0.000    0.000    0.000    0.000 managers.py:1958(_preprocess_slice_or_indexer)
       12    0.000    0.000    0.000    0.000 managers.py:206(shape)
       36    0.000    0.000    0.000    0.000 managers.py:208(<genexpr>)
     2070    0.001    0.000    0.001    0.000 managers.py:210(ndim)
        4    0.000    0.000    0.000    0.000 managers.py:227(is_single_block)
        3    0.000    0.000    0.000    0.000 managers.py:232(_rebuild_blknos_and_blklocs)
        4    0.000    0.000    0.000    0.000 managers.py:253(items)
        2    0.000    0.000    0.000    0.000 managers.py:318(_verify_integrity)
        8    0.000    0.000    0.000    0.000 managers.py:320(<genexpr>)
        2    0.000    0.000    0.000    0.000 managers.py:376(apply)
        2    0.000    0.000    0.000    0.000 managers.py:405(<dictcomp>)
        1    0.000    0.000    0.000    0.000 managers.py:567(setitem)
        1    0.000    0.000    0.000    0.000 managers.py:63(BlockManager)
        5    0.000    0.000    0.000    0.000 managers.py:681(is_consolidated)
        3    0.000    0.000    0.000    0.000 managers.py:689(_consolidate_check)
        3    0.000    0.000    0.000    0.000 managers.py:690(<listcomp>)
        3    0.000    0.000    0.000    0.000 managers.py:792(nblocks)
        1    0.000    0.000    0.000    0.000 managers.py:796(copy)
        1    0.000    0.000    0.000    0.000 managers.py:814(copy_func)
        1    0.000    0.000    0.000    0.000 managers.py:817(<listcomp>)
        1    0.000    0.000    0.002    0.002 managers.py:825(as_array)
        1    0.001    0.001    0.002    0.002 managers.py:884(_interleave)
        2    0.000    0.000    0.000    0.000 managers.py:975(consolidate)
        3    0.000    0.000    0.000    0.000 managers.py:991(_consolidate_inplace)
       54    0.000    0.000    0.001    0.000 managers.py:998(iget)
        1    0.000    0.000    0.000    0.000 mask_ops.py:1(<module>)
        1    0.000    0.000    0.002    0.002 masked.py:1(<module>)
        1    0.000    0.000    0.000    0.000 masked.py:35(BaseMaskedDtype)
        1    0.000    0.000    0.000    0.000 masked.py:72(BaseMaskedArray)
        1    0.000    0.000    0.000    0.000 masked_reductions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mbcharsetprober.py:30(<module>)
        1    0.000    0.000    0.000    0.000 mbcharsetprober.py:34(MultiByteCharSetProber)
        1    0.000    0.000    0.004    0.004 mbcsgroupprober.py:30(<module>)
        1    0.000    0.000    0.000    0.000 mbcsgroupprober.py:41(MBCSGroupProber)
        1    0.000    0.000    0.000    0.000 mbcssm.py:28(<module>)
        1    0.000    0.000    0.000    0.000 melt.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:24(memmap)
        1    0.000    0.000    0.001    0.001 merge.py:1(<module>)
        1    0.000    0.000    0.000    0.000 merge.py:1538(_OrderedMerge)
        1    0.000    0.000    0.000    0.000 merge.py:1632(_AsOfMerge)
        1    0.000    0.000    0.000    0.000 merge.py:573(_MergeOperation)
        1    0.000    0.000    0.000    0.000 message.py:105(Message)
        1    0.000    0.000    0.000    0.000 message.py:1168(EmailMessage)
       84    0.000    0.000    0.000    0.000 message.py:120(__init__)
       84    0.000    0.000    0.000    0.000 message.py:181(is_multipart)
       42    0.000    0.000    0.001    0.000 message.py:213(get_payload)
      168    0.000    0.000    0.001    0.000 message.py:29(_splitparam)
       42    0.000    0.000    0.000    0.000 message.py:303(set_payload)
       42    0.000    0.000    0.003    0.000 message.py:451(items)
       42    0.001    0.000    0.003    0.000 message.py:459(<listcomp>)
      378    0.001    0.000    0.003    0.000 message.py:462(get)
     1176    0.001    0.000    0.001    0.000 message.py:479(set_raw)
      168    0.001    0.000    0.003    0.000 message.py:497(get_all)
        1    0.000    0.000    0.001    0.001 message.py:5(<module>)
      168    0.001    0.000    0.002    0.000 message.py:564(get_content_type)
      126    0.000    0.000    0.002    0.000 message.py:588(get_content_maintype)
        1    0.000    0.000    0.000    0.000 message.py:945(MIMEPart)
        1    0.000    0.000    0.000    0.000 metadata.py:11(Metadata)
        1    0.000    0.000    0.000    0.000 metadata.py:8(<module>)
        1    0.000    0.000    0.000    0.000 methods.py:1(<module>)
        2    0.000    0.000    0.000    0.000 methods.py:122(<dictcomp>)
        2    0.000    0.000    0.000    0.000 methods.py:126(_add_methods)
        2    0.000    0.000    0.000    0.000 methods.py:20(_get_method_wrappers)
        2    0.000    0.000    0.004    0.002 methods.py:52(add_flex_arithmetic_methods)
        8    0.000    0.000    0.000    0.000 methods.py:72(<genexpr>)
        2    0.000    0.000    0.004    0.002 methods.py:77(_create_methods)
        1    0.000    0.000    0.000    0.000 mimetypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mimetypes.py:384(_default_mime_types)
        1    0.000    0.000    0.000    0.000 mimetypes.py:58(MimeTypes)
        3    0.000    0.000    0.001    0.000 missing.py:1(<module>)
    82109    0.034    0.000    0.054    0.000 missing.py:133(_isna)
        2    0.000    0.000    0.000    0.000 missing.py:367(array_equivalent)
    82109    0.024    0.000    0.078    0.000 missing.py:50(isna)
        1    0.000    0.000    0.000    0.000 missing.py:508(infer_fill_value)
        3    0.000    0.000    0.000    0.000 missing.py:64(clean_fill_method)
        3    0.000    0.000    0.000    0.000 missing.py:721(clean_reindex_fill_method)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
       20    0.000    0.000    0.000    0.000 mixins.py:20(_binary_method)
       14    0.000    0.000    0.000    0.000 mixins.py:30(_reflected_binary_method)
       13    0.000    0.000    0.000    0.000 mixins.py:40(_inplace_binary_method)
       13    0.000    0.000    0.000    0.000 mixins.py:48(_numeric_methods)
        4    0.000    0.000    0.000    0.000 mixins.py:55(_unary_method)
        1    0.000    0.000    0.000    0.000 mixins.py:63(NDArrayOperatorsMixin)
        1    0.000    0.000    0.000    0.000 models.py:174(RequestHooksMixin)
       42    0.000    0.000    0.000    0.000 models.py:175(register_hook)
       42    0.000    0.000    0.000    0.000 models.py:184(<genexpr>)
        1    0.000    0.000    0.000    0.000 models.py:198(Request)
       42    0.000    0.000    0.000    0.000 models.py:226(__init__)
        1    0.000    0.000    0.000    0.000 models.py:272(PreparedRequest)
       42    0.000    0.000    0.000    0.000 models.py:290(__init__)
        1    0.000    0.000    0.002    0.002 models.py:3(<module>)
       42    0.000    0.000    0.015    0.000 models.py:307(prepare)
       42    0.000    0.000    0.000    0.000 models.py:339(prepare_method)
       42    0.000    0.000    0.008    0.000 models.py:355(prepare_url)
       42    0.001    0.000    0.002    0.000 models.py:441(prepare_headers)
       42    0.000    0.000    0.000    0.000 models.py:452(prepare_body)
       42    0.000    0.000    0.000    0.000 models.py:521(prepare_content_length)
       42    0.000    0.000    0.001    0.000 models.py:534(prepare_auth)
       42    0.000    0.000    0.002    0.000 models.py:556(prepare_cookies)
